Device Name,Device ID,Sensor Name,Sensor ID
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436363264) IIFL_FGT100F_10.112.11.243_Port1 Traffic,5081
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436371456) UPLINK_TO_SW_10.112.11.207_Eth1/49 Traffic,5083
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436375552) UPLINK_TO_SW_10.112.11.208_Eth1/49 Traffic,5084
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,(436391936) UPLINK_192.168.101.251_Gi1/0/22 Traffic,5087
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,Syslog Receiver,5088
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health CPU,6753
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health Currents,6755
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health Other,6757
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health Temperatures,6756
{cust-tp-10-112-11-211} (10.112.11.211) [CISCO-Nexus 5596 Chassis] @Rack_L16  [TP-GF],5061,System Health Voltages,6754
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,(83886080) mgmt0 Traffic,3470
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,Syslog Receiver,3471
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health CPU,5120
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health Other,7136
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health Temperatures,7135
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health Voltages,7133
{cust-tp-10-112-11-208} (10.112.11.208) [CISCO-Nexus 3048 Chassis] @Rack_K17  [TP-GF],3388,System Health Currents,7137
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,mgmt0 Traffic,3445
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,Syslog Receiver,3446
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,Uptime,5523
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health CPU,6743
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health Currents,6745
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health Other,6747
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health Temperatures,6746
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,System Health Voltages,6744
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,Eth1/22_VLAN-305_to_GE5_10.110.3.2,9880
{cust-tp-10-112-11-207} (10.112.11.207) [CISCO-Nexus 3048 Chassis] @Rack_K16  [TP-GF],3386,Eth1/23_VLAN-306_to_GE0/0/0_10.195.49.2,9881
10.112.11.231,10608,(10103) UPLINK_KREDENT_ROUTER_151.50 Traffic,10609
10.112.11.231,10608,(10104) UPLINK_TO_FGT200F_10.112.11.245_Port3 Traffic,10610
10.112.11.231,10608,(10105) UPLINK_TO_FGT200F_10.112.11.246_Port3 Traffic,10611
10.112.11.231,10608,(10147) UPLINK_TO_FW_10.112.11.245_PORT1_LAN_DIRECT_CUSTOMER Traffic,10612
10.112.11.231,10608,(10148) UPLINK_TO_FW_10.112.11.246_PORT1_LAN_DIRECT_CUSTOMER Traffic,10613
10.112.11.231,10608,Uptime,10614
10.112.11.231,10608,Ping,10615
10.112.11.231,10608,Syslog Receiver,10616
10.112.11.191,10617,(10147) GigabitEthernet1/0/47 Traffic,10618
10.112.11.191,10617,(10148) GigabitEthernet1/0/48 Traffic,10619
10.112.11.191,10617,(14502) FastEthernet0 Traffic,10621
10.112.11.191,10617,Syslog Receiver,10622
10.112.11.191,10617,Ping,10623
10.112.11.191,10617,Uptime,10624
192.168.101.249,10625,(10502) FastEthernet0 Traffic,10626
192.168.101.249,10625,Uptime,10627
192.168.101.249,10625,Ping,10628
192.168.101.249,10625,Syslog Receiver,10629
192.168.101.235,10240,(006) UPLINK_FOR_SFT203_10.112.11.208_ETH1/1 Traffic,10257
192.168.101.235,10240,(010) AIRTEL_NSE Traffic,10252
192.168.101.235,10240,(011) TCL_NSE Traffic,10253
192.168.101.235,10240,(012) TCL_BSE Traffic,10254
192.168.101.235,10240,(057) TIKONA_UPLINK Traffic,10256
192.168.101.235,10240,Syslog Receiver,10347
192.168.101.235,10240,(056) UPLINK_TO_AIRTEL_P2P Traffic Traffic,10693
192.168.101.235,10240,(052) UPLINK_TO_ME3600_101.229_SW_Gi0/3 Traffic,10880
192.168.101.235,10240,(053) UPLINK_TO_ME3600_101.230_SW_Gi0/3 Traffic,10881
192.168.101.235,10240,(051) UPLINK_FOR_SFT203_10.112.11.208_ETH1/1 Traffic,10929
192.168.101.234,10334,(006) UPLINK_TO_RAGHU_SW_10.246_STT-TECH_K-12 Traffic,10336
192.168.101.234,10334,(054) UPLINK_TO_QNQ_SW_101.235_Xg0/0/1 Traffic,10335
192.168.101.234,10334,Uptime,10339
192.168.101.234,10334,Syslog Receiver,10346
192.168.101.234,10334,(007) GRD_AIRTEL_NSE_100.60.247.118_PORT_23_TO_101_QNQ_ROUTER_4321_GE0/0/0 Traffic,10375
192.168.101.234,10334,(008) GRD_TCL_CDC_MUX_172.23.180.245_PORT 7 Traffic,10376
192.168.101.234,10334,(010) GRD_TTML__MUX_10.121.103.7_PORT 5_TO_FIREWALL_PORT_5 Traffic,10372
192.168.101.234,10334,(055) XGigabitEthernet0/0/2 Traffic,10686
192.168.101.234,10334,(056) XGigabitEthernet0/0/3 Traffic,10687
192.168.101.234,10334,(052) UPLINK_TO_ME3600_101.229_SW_Gi0/4 Traffic,10878
192.168.101.234,10334,(053) UPLINK_TO_ME3600_101.230_SW_Gi0/4 Traffic,10879
dci-jp-192-168-101-111} (192.168.101.111) [CISCO-ME-3600X-24FS-M] @Rack_0? [CDC-TP-??],10894,Syslog Receiver,10896
dci-jp-192-168-101-112} (192.168.101.112) [CISCO-ME-3600X-24FS-M] @Rack_0? [CDC-TP-??],10895,Syslog Receiver,10897
Probe Device,5506,Probe Health,5508
Probe Device,5506,System Health,5507
Probe Device,5506,Disk Free,5509
Probe Device,5506,vmxnet3 Ethernet Adapter,5510
Probe Device,5506,WMI UTC Time,9448
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,CPU Utilization,4767
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Fan 1 speed,4792
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Fan 2 speed,4793
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Fan 3 speed,4794
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Memory Free,4768
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Thermal Detector 1,4780
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Thermal Detector 2,4781
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Uptime,3602
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,Syslog Receiver,5593
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,(001) MIKROTIK_221_ETH1 Traffic,7945
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,(002) MIKROTIK_222_ETH1 Traffic,7947
{isp-gc-192-168-100-247} (192.168.100.247) [EdgeCoreS5520-18X] @Rack_D2,3578,TCL_GW: 121.241.91.153 Eth-1/16 (Bandwidth - 600 Mbps) {Circuit ID-091GAND0300A0080936} [MuX - ??],7946
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,CPU Utilization,4769
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Fan 1 speed,4795
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Fan 2 speed,4801
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Fan 3 speed,4806
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Memory Free,4774
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Syslog Receiver,3609
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Thermal Detector 1,4782
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Thermal Detector 2,4787
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Uptime,3603
{isp-gc-192-168-100-248} (192.168.100.248) [EdgeCoreS5520-18X] @Rack_D3,3579,Airtel_GW: 182.78.96.129 Eth-1/15 (Bandwidth - 300 Mbps) {Circuit ID-230628100032662} [MuX - ??],8029
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,CPU Load,4200
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Disk Free: system disk,4199
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Memory: main memory,4201
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Uptime,4183
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Syslog Receiver,4690
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,TCL_BGP: 121.241.91.154 Eth-1 to EC_S5520_192.168.100.147_SFP+_01,5535
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,Airtel_BGP: 182.78.96.132 Eth-2 to EC_S5520_192.168.100.148_SFP+_01,5536
{isp-wr-gc-192-168-100-221} (192.168.100.221) [MK-CCR1036-8G-2S+] @Rack_D2,3893,OSPF: 10.222.6.1 Eth-5 to MTK_192.168.101.222_Eth-5 (OSPF:10.222.6.2),11099
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,CPU Load,4219
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Disk Free: system disk,4218
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Memory: main memory,4220
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Uptime,4202
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,TCL_BGP: 121.241.91.155 Port:Eth-1 [192.168.100.147_SFP+_02],4241
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Airtel_BGP: 182.78.96.133 Port:Eth-2 [192.168.100.148_SFP+_02],4242
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,Syslog Receiver,4691
{isp-wr-gc-192-168-100-222) [MK-CCR1036-8G-2S+] @Rack_D3,3894,OSPF: 10.222.6.2 Eth-5 to MTK_192.168.100.221_Eth-5 (OSPF:  10.222.6.1),11000
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,CPU Load,10743
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,Disk Free: system disk,10744
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,Memory: main memory,10745
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,SNMP System Uptime,10746
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,(003) sfp-sfpplus3 Traffic,10749
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,(001) ether13 Traffic,10968
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,(006) MKT-221 to MKT-223 Traffic,10990
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,(007) MKT- 222 to MKT -223 Traffic,10991
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,OSPF: 172.16.15.223 Eth-3 to MTK_192.168.100.224_Eth-3 (OSPF: 172.16.15.224),10992
{isp-wr-gc-192-168-100-223} (192.168.100.223) [MK-CCRS317-1G-16S+] @,10738,Syslog Receiver,11124
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,Uptime,10759
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,CPU Load,10758
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(006) sfp-sfpplus6 Traffic,10755
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,Disk Free: system disk,10756
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,Memory: main memory,10757
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(001) ether13 Traffic,11001
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(006) MKT-221 to MKT-224 Traffic,11011
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(007) MKT-222  to MKT-224 Traffic,11012
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,(008) MKT -223 to MKT - 224 Traffic,11013
{isp-wr-gc-192-168-100-224} (192.168.100.224) [MK-CRS317-1G-16S+] @,10750,Syslog Receiver,11123
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(002) sfp-sfpplus1 Traffic,11103
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(003) sfp-sfpplus2 Traffic,11104
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(004) sfp-sfpplus3 Traffic,11105
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(007) sfp-sfpplus6 Traffic,11106
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,(018) ether1 Traffic,11102
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,CPU Load,11113
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,Disk Free: system disk,11114
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,Memory: main memory,11115
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,Uptime,11116
{isp-wr-gc-192-168-100-225} (192.168.100.225) [CRS317-1G-16S+] @,11100,Syslog Receiver,11117
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(002) sfp-sfpplus1 Traffic,11108
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(003) sfp-sfpplus2 Traffic,11110
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(004) sfp-sfpplus3 Traffic,11111
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(007) sfp-sfpplus6 Traffic,11112
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(018) ether1 Traffic,11107
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,(020) LAN_BRIDGE Traffic,11109
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,CPU Load,11118
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,Uptime,11119
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,Disk Free: system disk,11120
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,Memory: main memory,11121
{isp-wr-gc-192-168-100-226} (192.168.100.226) [CRS317-1G-16S+] @,11101,Syslog Receiver,11122
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,Uptime,5203
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health CPU,5237
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health Fans,5239
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health Memory,5238
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health Power Supplies,5240
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,System Health Temperatures,5241
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,CPU Load,5242
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10141) UPLINK_FROM_MICROTIK_100.221_ether4 Traffic,7960
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10142) UPLINK_FROM_MICROTIK_100.223_ether6 Traffic,7961
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10141) UPLINK_FROM_MICROTIK_100.223_ether5 Traffic,10770
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10142) UPLINK_FROM_MICROTIK_100.223_ether6 Traffic,10771
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,Syslog Receiver,5244
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10141) UPLINK_FROM_MICROTIK_100.223_ether5 Traffic,11022
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10142) UPLINK_FROM_MICROTIK_100.223_ether6 Traffic,11023
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10147) UPLINK_TO_100.232_Gi1/0/47 Traffic,11024
{ill-sw-gc-192.168.100.231} (192.168.100.231) [Cisco-WS-C3750X-48T-L] @Rack_XX,5200,(10148) UPLINK_TO_100.232_Gi1/0/48 Traffic,11025
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,Uptime,5205
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health CPU,5232
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health Fans,5234
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health Memory,5233
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health Power Supplies,5235
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,System Health Temperatures,5236
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,CPU Load,5243
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10131) RACK_D3_FGT100F_10.111.11.241_WAN1 Traffic,7962
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10132) RACK_D3_FGT60F_PRI_192.168.100.1_WAN2 Traffic,7963
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10133) RACK_D2_FGT100F_10.111.11.244_P-1 Traffic,7964
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10134) RACK_D2_FGT100F_10.111.11.244_P-2 Traffic,7965
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10140) RACK_D3_FGT60F_PRI_192.168.100.1_WAN1 Traffic,7966
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10141) UPLINK_FROM_MICROTIK_100.224_sfp-sfpplus5 Traffic,10765
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10142) UPLINK_FROM_MICROTIK_100.222_ether6 Traffic,10766
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10141) UPLINK_FROM_MICROTIK_100.224_sfp-sfpplus5 Traffic,10768
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10142) UPLINK_FROM_MICROTIK_100.224_sfp-sfpplus6 Traffic,10769
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,Syslog Receiver,5251
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10141) UPLINK_FROM_MICROTIK_100.224_sfp-sfpplus5 Traffic,11026
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10142) UPLINK_FROM_MICROTIK_100.224_sfp-sfpplus6 Traffic,11027
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10147) UPLINK_TO_100.231_Gi1/0/47 Traffic,11028
{iil-sw-gc-192.168.100.232} (192.168.100.232) [Cisco-WS-C3750X-48P-S] @Rack_XX,5201,(10148) UPLINK_TO_100.231_Gi1/0/48 Traffic,11029
{mgmt-gc-192-168-100-241} (192.168.100.241) [SG350X-48-K9] @Rack_XX,5549,Syslog Receiver,5594
{mgmt-gc-192-168-100-241} (192.168.100.241) [SG350X-48-K9] @Rack_XX,5549,Uptime,5595
{mgmt-gc-192-168-100-242} (192.168.100.242) [SG350X-48-K9] @Rack_XX,5550,Uptime,5596
{mgmt-gc-192-168-100-242} (192.168.100.242) [SG350X-48-K9] @Rack_XX,5550,Syslog Receiver,5597
{mgmt-gc-192-168-100-242} (192.168.100.242) [SG350X-48-K9] @Rack_XX,5550,(014) UPLINK_MGMT_100.248 Traffic,6521
{mgmt-gc-192-168-100-252} (192.168.100.252) [ Cisco-WS-C3850-48T] @Rack_XX,5551,Uptime,5598
{mgmt-gc-192-168-100-252} (192.168.100.252) [ Cisco-WS-C3850-48T] @Rack_XX,5551,Syslog Receiver,5599
{mgmt-gc-192-168-100-252} (192.168.100.252) [ Cisco-WS-C3850-48T] @Rack_XX,5551,(003) UPLINK_TO_10.111.11.243_P-5_LKP Traffic,9882
{mgmt-gc-192-168-100-252} (192.168.100.252) [ Cisco-WS-C3850-48T] @Rack_XX,5551,(004) UPLINK_TO_10.111.11.244_P-5_LKP Traffic,9883
{mgmt-gc-192-168-100-252} (192.168.100.252) [ Cisco-WS-C3850-48T] @Rack_XX,5551,(047) GIFTCITY_STT_TECHNOPOLIS_P2P Traffic,9955
{mgmt-gc-192-168-100-252} (192.168.100.252) [ Cisco-WS-C3850-48T] @Rack_XX,5551,(060) GIFTCITY_CDC_TIKONA_P2P Traffic,9956
{mgmt-gc-10-111-11-200} (10.111.11.200) [HUAWEI CE6881-48S6CQ ] @Rack_XX,5556,Uptime,5600
{mgmt-gc-10-111-11-200} (10.111.11.200) [HUAWEI CE6881-48S6CQ ] @Rack_XX,5556,Syslog Receiver,5601
{mgmt-gc-10-111-11-200} (10.111.11.200) [HUAWEI CE6881-48S6CQ ] @Rack_XX,5556,(011) SRV_10.111.51.11_VMNIC10_PO1_vSAN_Traffic Traffic,6531
{mgmt-gc-10-111-11-200} (10.111.11.200) [HUAWEI CE6881-48S6CQ ] @Rack_XX,5556,(012) SRV_10.111.51.12_VMNIC10_PO2_vSAN_Traffic Traffic,6532
{mgmt-gc-10-111-11-200} (10.111.11.200) [HUAWEI CE6881-48S6CQ ] @Rack_XX,5556,(013) SRV_10.111.51.13_VMNIC10_PO3_vSAN_Traffic Traffic,6533
{mgmt-gc-10-111-11-200} (10.111.11.200) [HUAWEI CE6881-48S6CQ ] @Rack_XX,5556,(014) SRV_10.111.51.14_VMNIC4_PO4_vSAN_Traffic Traffic,6534
{mgmt-gc-10-111-11-201} (10.111.11.201) [Cisco-WS-C3750X-48T-L ] @Rack_XX,5557,Uptime,5602
{mgmt-gc-10-111-11-201} (10.111.11.201) [Cisco-WS-C3750X-48T-L ] @Rack_XX,5557,Syslog Receiver,5603
{mgmt-gc-10-111-11-201} (10.111.11.201) [Cisco-WS-C3750X-48T-L ] @Rack_XX,5557,(10101) Host_+_vCenter_R750_Server_51.11_vmNIC- Traffic,6522
{mgmt-gc-10-111-11-201} (10.111.11.201) [Cisco-WS-C3750X-48T-L ] @Rack_XX,5557,(10102) Host_+_vCenter_R750_Server_51.12_vmNIC- Traffic,6523
